Title,Release Year,Runtime,Budget,CPI Budget,Revenue,CPI budget,Budget Type,Genres
American Splendor,2003,101,"2,000,000.00","3,503,260.87","6,003,587.00","2,598,592.00",Low,"Comedy, Drama"
The Cooler,2003,101,"4,000,000.00","7,006,521.74","10,400,000.00","5,197,184.00",Low,"Romance, Drama"
A Guy Thing,2003,101,"20,000,000.00","35,032,608.70","17,432,163.00","25,985,919.00",Mid,"Comedy, Romance"
Down with Love,2003,101,"35,000,000.00","61,307,065.22","20,298,207.00","45,475,358.00",Mid,"Comedy, Romance"
Whale Rider,2003,101,"8,000,000.00","14,013,043.48","41,400,000.00","10,394,368.00",Low,"Drama, Family"
Cradle 2 the Grave,2003,101,"25,000,000.00","43,790,760.87","56,489,558.00","32,482,399.00",Mid,"Action, Crime, Drama"
Bruce Almighty,2003,101,"80,000,000.00","140,130,434.78","484,592,874.00","103,943,676.00",High,"Fantasy, Comedy"
The Order,2003,102,"35,000,000.00","61,307,065.22","11,560,806.00","45,475,358.00",Mid,"Drama, Fantasy, Horror, Mystery, Romance, Thriller"
Swimming Pool,2003,102,"7,800,000.00","13,662,717.39","22,441,323.00","10,134,508.00",Low,"Crime, Thriller"
Agent Cody Banks,2003,102,"28,000,000.00","49,045,652.17","58,795,814.00","36,380,287.00",Mid,"Action, Adventure, Comedy, Family"
Once Upon a Time in Mexico,2003,102,"29,000,000.00","50,797,282.61","98,185,582.00","37,679,583.00",Mid,"Action, Drama, Mystery"
Lost in Translation,2003,102,"4,000,000.00","7,006,521.74","119,723,856.00","5,197,184.00",Low,"Drama, Romance"
Daredevil,2003,103,"78,000,000.00","136,627,173.91","179,179,718.00","101,345,084.00",High,"Fantasy, Action"
American Wedding,2003,103,"55,000,000.00","96,339,673.91","231,449,203.00","71,461,277.00",High,"Comedy, Romance"
Owning Mahowny,2003,104,"10,000,000.00","17,516,304.35","1,271,244.00","12,992,959.00",Low,"Crime, Drama, Thriller"
Wonderland,2003,104,"5,000,000.00","8,758,152.17","2,466,444.00","6,496,480.00",Low,Crime
Bulletproof Monk,2003,104,"52,000,000.00","91,084,782.61","37,713,879.00","67,563,389.00",Mid,"Action, Comedy, Fantasy"
Jeepers Creepers 2,2003,104,"17,000,000.00","29,777,717.39","63,102,666.00","22,088,031.00",Mid,Horror
The Rundown,2003,104,"85,000,000.00","148,888,586.96","80,916,492.00","110,440,156.00",High,"Adventure, Action, Comedy, Thriller"
Intermission,2003,105,"5,000,000.00","8,758,152.17","4,856,298.00","6,496,480.00",Low,"Comedy, Crime, Drama"
Grind,2003,105,"6,000,000.00","10,509,782.61","5,141,166.00","7,795,776.00",Low,"Action, Comedy, Adventure"
What a Girl Wants,2003,105,"20,000,000.00","35,032,608.70","50,732,139.00","25,985,919.00",Mid,"Comedy, Romance, Drama, Family"
Out of Time,2003,105,"50,000,000.00","87,581,521.74","55,495,563.00","64,964,797.00",Mid,"Thriller, Crime, Drama"
Bringing Down the House,2003,105,"20,000,000.00","35,032,608.70","132,675,402.00","25,985,919.00",Mid,"Comedy, Drama"
My Life Without Me,2003,106,"2,500,000.00","4,379,076.09","12,300,000.00","3,248,240.00",Low,"Drama, Romance"
The Human Stain,2003,106,"30,000,000.00","52,548,913.04","24,900,000.00","38,978,878.00",Mid,"Drama, Romance"
Anger Management,2003,106,"75,000,000.00","131,372,282.61","195,745,823.00","97,447,196.00",High,Comedy
Charlie's Angels: Full Throttle,2003,106,"120,000,000.00","210,195,652.17","259,175,788.00","155,915,514.00",High,"Action, Adventure, Comedy"
All the Real Girls,2003,108,"2,500,000.00","4,379,076.09","548,712.00","3,248,240.00",Low,"Drama, Romance"
Calendar Girls,2003,108,"10,000,000.00","17,516,304.35","96,542,059.00","12,992,959.00",Low,"Drama, Comedy"
2 Fast 2 Furious,2003,108,"76,000,000.00","133,123,913.04","236,350,661.00","98,746,492.00",High,"Action, Crime, Thriller"
The Singing Detective,2003,109,"8,000,000.00","14,013,043.48","337,174.00","10,394,368.00",Low,"Comedy, Music, Mystery, Crime"
Sylvia,2003,109,"7,000,000.00","12,261,413.04","10,000,000.00","9,095,072.00",Low,"Drama, Romance"
A Man Apart,2003,109,"36,000,000.00","63,058,695.65","44,350,926.00","46,774,654.00",Mid,"Action, Drama"
Radio,2003,109,"35,000,000.00","61,307,065.22","53,293,628.00","45,475,358.00",Mid,Drama
Terminator 3: Rise of the Machines,2003,109,"200,000,000.00","350,326,086.96","435,000,000.00","259,859,190.00",High,"Action, Thriller, Science Fiction"
Japanese Story,2003,110,"5,740,000.00","10,054,358.70","4,098,613.00","7,457,959.00",Low,"Drama, Romance"
Biker Boyz,2003,110,"24,000,000.00","42,039,130.43","23,510,601.00","31,183,103.00",Mid,"Action, Drama"
Monster,2003,110,"8,000,000.00","14,013,043.48","60,378,584.00","10,394,368.00",Low,"Crime, Drama"
School of Rock,2003,110,"35,000,000.00","61,307,065.22","131,095,990.00","45,475,358.00",Mid,"Comedy, Music"
The Italian Job,2003,110,"60,000,000.00","105,097,826.09","176,070,171.00","77,957,757.00",High,"Action, Crime"
The League of Extraordinary Gentlemen,2003,110,"78,000,000.00","136,627,173.91","179,265,204.00","101,345,084.00",High,"Fantasy, Action, Thriller, Science Fiction"
I Love Your Work,2003,111,"1,650,000.00","2,890,190.22","3,264.00","2,143,838.00",Low,Drama
Kill Bill: Vol. 1,2003,111,"30,000,000.00","52,548,913.04","180,906,076.00","38,978,878.00",Mid,"Action, Crime"
The Mother,2003,112,"2,500,000.00","4,379,076.09","1,062,253.00","3,248,240.00",Low,"Drama, Romance"
The Company,2003,112,"15,000,000.00","26,274,456.52","2,281,585.00","19,489,439.00",Low,"Romance, Music, Drama"
Tupac: Resurrection,2003,112,"300,000.00","525,489.13","7,808,524.00","389,789.00",Low,"Music, Documentary"
Under the Tuscan Sun,2003,113,"18,000,000.00","31,529,347.83","58,878,723.00","23,387,327.00",Mid,"Romance, Comedy"
Peter Pan,2003,113,"100,000,000.00","175,163,043.48","121,975,011.00","129,929,595.00",High,"Adventure, Fantasy, Family"
The Dreamers,2003,115,"15,000,000.00","26,274,456.52","15,121,165.00","19,489,439.00",Low,"Drama, Romance"
Shanghai Knights,2003,115,"50,000,000.00","87,581,521.74","88,323,487.00","64,964,797.00",Mid,"Action, Adventure, Comedy, Western"
The Recruit,2003,115,"46,000,000.00","80,575,000.00","101,191,884.00","59,767,614.00",Mid,"Action, Thriller"
Timeline,2003,116,"80,000,000.00","140,130,434.78","43,935,763.00","103,943,676.00",High,"Action, Adventure, Science Fiction"
Hollywood Homicide,2003,116,"75,000,000.00","131,372,282.61","51,142,659.00","97,447,196.00",High,"Action, Adventure, Comedy, Thriller"
Matchstick Men,2003,116,"62,000,000.00","108,601,086.96","65,565,672.00","80,556,349.00",High,"Comedy, Drama, Crime, Thriller"
How to Lose a Guy in 10 Days,2003,116,"50,000,000.00","87,581,521.74","177,502,387.00","64,964,797.00",Mid,"Comedy, Romance"
Holes,2003,117,"20,000,000.00","35,032,608.70","71,406,573.00","25,985,919.00",Mid,"Adventure, Family, Drama, Comedy"
S.W.A.T.,2003,117,"80,000,000.00","140,130,434.78","116,643,346.00","103,943,676.00",High,"Action, Thriller, Crime"
Lara Croft: Tomb Raider - The Cradle of Life,2003,117,"95,000,000.00","166,404,891.30","160,099,222.00","123,433,115.00",High,"Action, Adventure, Fantasy, Thriller"
Cold Creek Manor,2003,118,"45,000,000.00","78,823,369.57","29,119,434.00","58,468,318.00",Mid,"Mystery, Thriller"
Screen Door Jesus,2003,119,"3,000,000.00","5,254,891.30","59,000.00","3,897,888.00",Low,"Drama, Comedy"
In the Cut,2003,119,"12,000,000.00","21,019,565.22","23,726,793.00","15,591,551.00",Low,"Drama, Mystery, Thriller"
Stuck on You,2003,119,"55,000,000.00","96,339,673.91","65,784,503.00","71,461,277.00",High,Comedy
Paycheck,2003,119,"60,000,000.00","105,097,826.09","95,427,515.00","77,957,757.00",High,"Action, Adventure, Mystery, Science Fiction, Thriller"
Flywheel,2003,120,"20,000.00","35,032.61","37,000.00","25,986.00",Low,"Drama, Family"
"The Book of Mormon Movie, Volume 1: The Journey",2003,120,"2,000,000.00","3,503,260.87","1,672,730.00","2,598,592.00",Low,"Adventure, Family"
Mars: Pioneering the Planet,2003,120,"1,000,000.00","1,751,630.43","2,000,000.00","1,299,296.00",Low,Documentary
Wolverine,2003,120,"150,000,000.00","262,744,565.22","673,062,864.00","194,894,392.00",High,"Adventure, Action, Science Fiction"
Tears of the Sun,2003,121,"75,000,000.00","131,372,282.61","86,468,162.00","97,447,196.00",High,"War, Action, Drama"
Gigli,2003,122,"75,600,000.00","132,423,260.87","7,266,209.00","98,226,774.00",High,"Comedy, Crime, Drama, Romance"
The Fighting Temptations,2003,122,"15,000,000.00","26,274,456.52","30,238,577.00","19,489,439.00",Low,"Comedy, Music, Romance"
Underworld,2003,122,"22,000,000.00","38,535,869.57","95,708,457.00","28,584,511.00",Mid,"Fantasy, Action, Thriller"
Luther,2003,123,"30,000,000.00","52,548,913.04","29,413,900.00","38,978,878.00",Mid,"Drama, History"
21 Grams,2003,124,"20,000,000.00","35,032,608.70","60,427,839.00","25,985,919.00",Mid,"Drama, Crime, Thriller"
Big Fish,2003,125,"70,000,000.00","122,614,130.43","123,218,424.00","90,950,716.00",High,"Adventure, Fantasy, Drama"
House of Sand and Fog,2003,126,"16,500,000.00","28,901,902.17","16,942,795.00","21,438,383.00",Mid,Drama
"The Tulse Luper Suitcases, Part 1: The Moab Story",2003,127,"10,000,000.00","17,516,304.35","25,800.00","12,992,959.00",Low,"War, Drama, History, Adventure, Romance, Thriller"
Runaway Jury,2003,127,"60,000,000.00","105,097,826.09","80,154,140.00","77,957,757.00",High,"Drama, Thriller"
Something's Gotta Give,2003,128,"80,000,000.00","140,130,434.78","266,728,738.00","103,943,676.00",High,"Drama, Comedy, Romance"
The Matrix Revolutions,2003,129,"150,000,000.00","262,744,565.22","424,988,211.00","194,894,392.00",High,"Adventure, Action, Thriller, Science Fiction"
The Life of David Gale,2003,130,"50,000,000.00","87,581,521.74","38,955,598.00","64,964,797.00",Mid,"Drama, Thriller, Crime"
X2,2003,133,"110,000,000.00","192,679,347.83","407,711,549.00","142,922,554.00",High,"Adventure, Action, Science Fiction"
The Missing,2003,135,"60,000,000.00","105,097,826.09","38,364,277.00","77,957,757.00",High,"Thriller, Western, Adventure"
Love Actually,2003,135,"40,000,000.00","70,065,217.39","244,931,766.00","51,971,838.00",Mid,"Comedy, Romance, Drama"
The Core,2003,136,"60,000,000.00","105,097,826.09","74,208,267.00","77,957,757.00",High,"Action, Thriller, Adventure, Science Fiction"
Dreamcatcher,2003,136,"68,000,000.00","119,110,869.57","75,700,000.00","88,352,125.00",High,"Drama, Horror, Science Fiction, Thriller"
Mystic River,2003,138,"25,000,000.00","43,790,760.87","156,822,020.00","32,482,399.00",Mid,"Thriller, Crime, Drama, Mystery"
Master and Commander: The Far Side of the World,2003,138,"150,000,000.00","262,744,565.22","212,011,111.00","194,894,392.00",High,"Adventure, Drama, War"
Hulk,2003,138,"137,000,000.00","239,973,369.57","245,360,480.00","178,003,545.00",High,"Science Fiction, Adventure, Action"
The Matrix Reloaded,2003,138,"150,000,000.00","262,744,565.22","738,599,701.00","194,894,392.00",High,"Adventure, Action, Thriller, Science Fiction"
Open Range,2003,139,"22,000,000.00","38,535,869.57","68,296,293.00","28,584,511.00",Mid,"Western, Action, Drama, Adventure, Romance"
Heaven & Hell: The History of the St Kilda Football Club,2003,140,"10,000.00","17,516.30","10,000.00","12,993.00",Low,"Documentary, History"
Seabiscuit,2003,141,"87,000,000.00","152,391,847.83","148,336,445.00","113,038,748.00",High,"Drama, History"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,"140,000,000.00","245,228,260.87","655,011,224.00","181,901,433.00",High,"Adventure, Fantasy, Action"
Bad Boys II,2003,147,"130,000,000.00","227,711,956.52","273,339,556.00","168,908,473.00",High,"Adventure, Action, Comedy, Thriller, Crime"
Cold Mountain,2003,154,"79,000,000.00","138,378,804.35","173,013,509.00","102,644,380.00",High,"Drama, War, History, Adventure, Romance"
The Last Samurai,2003,154,"140,000,000.00","245,228,260.87","456,758,981.00","181,901,433.00",High,"Drama, Action, War"
Dogville,2003,178,"10,000,000.00","17,516,304.35","16,680,836.00","12,992,959.00",Low,"Crime, Drama, Thriller"
The Gospel of John,2003,180,"10,000,000.00","17,516,304.35","4,078,741.00","12,992,959.00",Low,"Drama, History"
Mother Teresa of Calcutta,2003,180,"7,000,000.00","12,261,413.04","15,000,000.00","9,095,072.00",Low,"Drama, TV Movie"
The Lord of the Rings: The Return of the King,2003,201,"94,000,000.00","164,653,260.87","1,118,888,979.00","122,133,819.00",High,"Adventure, Fantasy, Action"
Gods and Generals,2003,219,"56,000,000.00","98,091,304.35","12,923,936.00","72,760,573.00",High,"Drama, History, War"
1 Night in Paris,2004,63,"5,595.00","9,546.15","10,000,000.00","6,164.00",Low,Romance
9 Songs,2004,69,"1,000,000.00","1,706,193.75","1,574,623.00","1,101,705.00",Low,"Drama, Music, Romance"
Celsius 41.11,2004,72,"1,000,000.00","1,706,193.75","93,000.00","1,101,705.00",Low,Documentary
Kostya Tszyu: Destiny,2004,72,"10,000.00","17,061.94","1,000,000.00","11,017.00",Low,Documentary
Teacher's Pet,2004,74,"10,000,000.00","17,061,937.53","6,491,969.00","11,017,051.00",Low,"Animation, Family, Music, Comedy, Drama"
Home on the Range,2004,76,"110,000,000.00","187,681,312.86","145,358,062.00","121,187,556.00",High,"Animation, Family"
Primer,2004,77,"7,000.00","11,943.36","545,436.00","7,712.00",Low,"Science Fiction, Drama, Thriller"
Before Sunset,2004,80,"2,700,000.00","4,606,723.13","15,992,615.00","2,974,604.00",Low,"Drama, Romance"
Garfield,2004,80,"50,000,000.00","85,309,687.67","200,804,534.00","55,085,253.00",Mid,"Animation, Comedy, Family"
Paparazzi,2004,84,"20,000,000.00","34,123,875.07","16,796,512.00","22,034,101.00",Mid,"Action, Drama, Thriller"
Torque,2004,84,"40,000,000.00","68,247,750.13","46,546,197.00","44,068,202.00",Mid,Action
Care Bears: Season of Caring,2004,85,"50,000.00","85,309.69","900,000.00","55,085.00",Low,"Adventure, Animation, Family, Fantasy"
Man About Dog,2004,85,"2,400,000.00","4,094,865.01","2,600,000.00","2,644,092.00",Low,Comedy
Born Into Brothels: Calcutta's Red Light Kids,2004,85,"350,000.00","597,167.81","3,529,201.00","385,597.00",Low,Documentary
Breakin' All the Rules,2004,85,"10,000,000.00","17,061,937.53","12,500,000.00","11,017,051.00",Low,"Comedy, Romance"
Cowboys & Angels,2004,86,"2,000,000.00","3,412,387.51","33,700.00","2,203,410.00",Low,"Comedy, Drama"
Soul Plane,2004,86,"16,000,000.00","27,299,100.05","14,822,346.00","17,627,281.00",Low,"Romance, Comedy"
My Baby's Daddy,2004,86,"12,000,000.00","20,474,325.04","18,490,423.00","13,220,461.00",Low,Comedy
Dirty Dancing: Havana Nights,2004,86,"25,000,000.00","42,654,843.83","27,685,016.00","27,542,626.00",Mid,"Drama, Romance"
Walking Tall,2004,86,"46,000,000.00","78,484,912.65","57,223,888.00","50,678,433.00",Mid,"Adventure, Drama, Action, Thriller"
Seed of Chucky,2004,87,"12,000,000.00","20,474,325.04","24,829,644.00","13,220,461.00",Low,"Comedy, Horror, Thriller"
The SpongeBob SquarePants Movie,2004,87,"30,000,000.00","51,185,812.60","140,161,792.00","33,051,152.00",Mid,"Family, Animation, Comedy, Fantasy, Adventure"
Never Die Alone,2004,88,"3,000,000.00","5,118,581.26","5,923,000.00","3,305,115.00",Low,"Action, Crime, Drama"
The Big Bounce,2004,88,"50,000,000.00","85,309,687.67","6,808,550.00","55,085,253.00",Mid,"Comedy, Crime"
Harold & Kumar Go to White Castle,2004,88,"9,000,000.00","15,355,743.78","23,936,908.00","9,915,346.00",Low,"Comedy, Adventure"
A Dirty Shame,2004,89,"15,000,000.00","25,592,906.30","1,914,166.00","16,525,576.00",Low,Comedy
Sleepover,2004,89,"10,000,000.00","17,061,937.53","10,143,022.00","11,017,051.00",Low,"Family, Comedy"
Confessions of a Teenage Drama Queen,2004,89,"15,000,000.00","25,592,906.30","29,331,068.00","16,525,576.00",Low,Comedy
Perfect Opposites,2004,90,"700,000.00","1,194,335.63","16,201.00","771,194.00",Low,"Comedy, Drama, Romance"
The I Inside,2004,90,"8,800,000.00","15,014,505.03","72,962.00","9,695,005.00",Low,"Thriller, Mystery, Science Fiction, Drama"
It's All Gone Pete Tong,2004,90,"2,000,000.00","3,412,387.51","120,620.00","2,203,410.00",Low,"Drama, Comedy, Music"
Elvis Has Left the Building,2004,90,"11,500,000.00","19,621,228.16","152,547.00","12,669,608.00",Low,"Comedy, Family"
Mickey,2004,90,"6,000,000.00","10,237,162.52","293,793.00","6,610,230.00",Low,"Drama, Family"
Romasanta: The Werewolf Hunt,2004,90,"4,500,000.00","7,677,871.89","432,671.00","4,957,673.00",Low,"Action, Horror"
Mean Creek,2004,90,"500,000.00","853,096.88","603,943.00","550,853.00",Low,"Crime, Drama"
Yu-Gi-Oh! The Movie,2004,90,"20,000,000.00","34,123,875.07","29,170,410.00","22,034,101.00",Mid,"Animation, Fantasy, Action, Science Fiction"
Laws of Attraction,2004,90,"28,000,000.00","47,773,425.09","30,031,874.00","30,847,742.00",Mid,"Comedy, Romance"
Along Came Polly,2004,90,"42,000,000.00","71,660,137.64","178,311,729.00","46,271,612.00",Mid,"Comedy, Romance"
Shark Tale,2004,90,"75,000,000.00","127,964,531.50","367,275,019.00","82,627,879.00",High,"Animation, Action, Comedy, Family"
Eulogy,2004,91,"6,500,000.00","11,090,259.40","89,781.00","7,161,083.00",Low,"Comedy, Drama"
Wake of Death,2004,91,"14,000,000.00","23,886,712.55","521,918.00","15,423,871.00",Low,Action
Samurai X - Reflection - Director's Cut,2004,91,"600,000.00","1,023,716.25","1,000,000.00","661,023.00",Low,"Action, Animation, Drama"
Surviving Christmas,2004,91,"45,000,000.00","76,778,718.90","14,793,624.00","49,576,728.00",Mid,"Comedy, Romance"
New York Minute,2004,91,"30,000,000.00","51,185,812.60","21,289,826.00","33,051,152.00",Mid,Comedy
The Forgotten,2004,91,"42,000,000.00","71,660,137.64","117,592,831.00","46,271,612.00",Mid,"Thriller, Drama, Mystery, Science Fiction"
Baptists at Our Barbecue,2004,92,"500,000.00","853,096.88","173,306.00","550,853.00",Low,"Comedy, Romance"
If Only,2004,92,"532,673.00","908,843.35","3,000,000.00","586,849.00",Low,"Fantasy, Drama, Romance"
Saved!,2004,92,"5,000,000.00","8,530,968.77","10,100,000.00","5,508,525.00",Low,Comedy
Catch That Kid,2004,92,"18,000,000.00","30,711,487.56","16,951,702.00","19,830,691.00",Low,"Family, Action, Adventure"
DodgeBall: A True Underdog Story,2004,92,"20,000,000.00","34,123,875.07","167,722,310.00","22,034,101.00",Mid,Comedy
The Grudge,2004,92,"10,000,000.00","17,061,937.53","183,474,602.00","11,017,051.00",Low,"Horror, Mystery, Thriller"
The Brown Bunny,2004,93,"10,000,000.00","17,061,937.53","365,734.00","11,017,051.00",Low,Drama
EuroTrip,2004,93,"25,000,000.00","42,654,843.83","20,796,847.00","27,542,626.00",Mid,Comedy
Fat Albert,2004,93,"26,000,000.00","44,361,037.59","48,563,556.00","28,644,331.00",Mid,"Comedy, Family, Fantasy"
The Stepford Wives,2004,93,"90,000,000.00","153,557,437.80","102,000,000.00","99,153,455.00",High,"Comedy, Science Fiction, Horror"
Scooby-Doo 2: Monsters Unleashed,2004,93,"80,000,000.00","136,495,500.26","181,466,833.00","88,136,405.00",High,"Mystery, Fantasy, Adventure, Comedy"
Shrek 2,2004,93,"150,000,000.00","255,929,063.00","928,760,770.00","165,255,759.00",High,"Animation, Family, Comedy, Fantasy, Adventure"
Incident at Loch Ness,2004,94,"1,400,000.00","2,388,671.25","37,493.00","1,542,387.00",Low,"Comedy, Adventure, Horror"
Woman Thou Art Loosed,2004,94,"3,000,000.00","5,118,581.26","6,804,016.00","3,305,115.00",Low,Drama
Cellular,2004,94,"25,000,000.00","42,654,843.83","57,678,321.00","27,542,626.00",Mid,"Action, Thriller"
Resident Evil: Apocalypse,2004,94,"45,000,000.00","76,778,718.90","129,394,835.00","49,576,728.00",Mid,"Horror, Action, Science Fiction"
Fascination,2004,95,"5,000,000.00","8,530,968.77","16,670.00","5,508,525.00",Low,"Romance, Thriller, Mystery"
The Keeper,2004,95,"4,000,000.00","6,824,775.01","73,788.00","4,406,820.00",Low,"Crime, Drama, Thriller"
